cgpa,aptitude_score,programming,data_structures,communication,public_speaking,creative_thinking,role
7.373188502096978,71,7.264904402666211,8.09360226481268,6.562765031509764,2.6990175799244764,5.8991542965570245,Cloud Engineer
6.814262413211655,69,7.3593518257159936,4.072313249479587,8.570513761964971,5.409475534584621,6.033770116839791,Cloud Engineer
9.594875143904593,72,6.703498232519171,5.487404499161184,4.071722167894833,4.226003878540932,6.848280838157981,Data Scientist
8.689863093470063,81,7.449051885534573,7.048385118285803,7.543983433376753,8.597477007887592,5.393383076128103,Data Scientist
6.812456548660409,67,8.519053872741909,5.544874974277715,6.194892189637736,9.43151201601249,7.543763990070864,Full-Stack Developer
7.9800470364372345,91,6.946584436826344,6.376231039304195,10.0,5.720820743689653,8.216365633475032,Data Scientist
9.414031353866786,76,5.503480546787152,6.336936259058221,9.198289377371866,8.240394177550526,7.014031528974383,Product Manager
9.133431532301096,47,3.6803014522709696,3.4914482999612844,10.0,6.657524820606961,9.421920754235284,UI/UX Designer
8.723190105426658,75,8.100838372997961,6.659471396617483,8.184850120056812,5.21714896662653,3.0618408787275833,Full-Stack Developer
8.664434645992907,45,5.560282014530763,5.598539055494959,9.328842723234462,2.8945458643679247,5.3929280288456045,Cloud Engineer
6.311513278073567,81,3.375322352181265,6.3954742562989075,10.0,6.066054085931595,2.7386532651694715,Cyber Security Analyst
6.9668960751354865,77,2.854671255577388,7.637529231454389,10.0,7.8332569323150585,7.813302882312066,UI/UX Designer
7.543948419457569,88,9.514517562589582,7.773083189177527,5.523591437061245,7.941801463868619,4.7651067750818035,Data Scientist
6.441360650602919,65,8.292488151315423,6.2842313436320545,6.1281472403757515,4.2089811957098044,4.866409653907802,Cloud Engineer
8.296208808452521,68,1.9470124682898668,5.250449005295814,8.060887536805824,6.244595006064568,9.048860070325704,UI/UX Designer
6.837099082449052,90,5.630577890463986,5.3530225523254895,7.398105742522806,2.7635784105736776,6.750143829365555,Cyber Security Analyst
9.319573046698656,52,8.265089585522201,7.645892358552013,10.0,3.524358111825768,7.048725494505821,Full-Stack Developer
7.953537833745176,56,6.679357053919348,6.745360003382982,6.035502664778682,3.3471586262820137,7.505404297145255,Cloud Engineer
6.696325432030269,89,7.194629459846458,5.627478629077034,7.853474618777913,9.256793246257075,5.241744518025026,Cloud Engineer
7.82731577388225,93,9.689636997694697,7.870576215814242,6.677601241021912,4.95817236132663,6.410857192542938,Data Scientist
6.327396743138684,46,8.319112717960918,7.0093076113622965,6.609252157091916,9.453667684437521,6.19286743758698,Full-Stack Developer
8.129413584886787,69,6.525387325457797,3.528940114820467,8.854139762815656,8.182620241188538,7.218276241814354,Cyber Security Analyst
8.36531690202038,99,3.4183878397119245,2.6896404977191364,9.335657989648897,8.655427330742937,6.850357684549404,Product Manager
7.092176913931456,83,4.062533754497349,5.17437280841286,10.0,7.36854697934757,2.7979614045964953,Product Manager
9.04179245037115,100,8.260265558367728,6.638614232818162,8.32967229552439,1.412047319932829,8.952292221440132,Data Scientist
7.049898866309776,62,2.962459561882284,6.073019687140807,8.71204734931993,6.056362314738257,10.0,UI/UX Designer
8.317766299200287,69,3.362800052270311,6.020558021064142,8.054165262995193,5.878958955387383,7.418742429080519,UI/UX Designer
6.530476110480021,59,2.8813818785904726,5.098106818548714,8.417493591830322,3.3754412293221616,7.668770207285929,UI/UX Designer
6.019715901792537,81,7.004569030230122,3.7731946729181205,6.546295470267808,5.223646362917543,6.340832444750975,Cyber Security Analyst
6.767246370310004,54,9.4906171530205,4.59076308190774,7.705903901162567,7.46022671301947,5.134935476601963,Cloud Engineer
8.304217596835098,84,8.863100226170632,6.203559818940421,8.143297601188317,5.940219052195401,5.651372589930504,Data Scientist
7.95753734614823,72,6.984826132796633,4.012458844503001,5.20834036299145,7.025687226158755,3.2241078788669206,Cyber Security Analyst
9.718421424114727,77,4.414187724465903,7.336435443633729,8.12517961992388,6.223626491407998,5.110108479750657,Product Manager
7.791449923211807,54,8.263002374380704,2.852429643106778,6.868542613275284,6.305435798439657,7.176399869943714,Cloud Engineer
7.402691811227974,84,2.452017673031837,5.064008298131533,8.204802996624107,6.919944285878233,10.0,UI/UX Designer
8.27429517119968,80,8.282543526106792,6.292147323256817,5.008122892469091,7.3605307585909605,8.31562968404802,Data Scientist
8.107131100783619,92,6.124963041658978,3.9950750261787666,7.421769343404179,4.148758300451267,7.283374874309299,Cyber Security Analyst
7.538591940227033,100,7.632039352073503,2.9788118265867856,6.899224629007125,7.663256615328937,5.944658664811477,Cyber Security Analyst
7.135047270457115,77,7.461110046713651,1.0672868212479965,10.0,3.7935832685566337,5.557492752828456,Cyber Security Analyst
8.686247854895,100,9.124798644593191,6.200605923838564,7.824212188748101,10.0,7.377356047370852,Data Scientist
7.405628249964619,63,8.58542042876667,9.950615128170455,7.045718275398497,3.0161277070572505,6.988886828167237,Cloud Engineer
8.430772008008113,72,7.7909767427139744,6.1494795457907,7.571737577324167,8.579505508165491,7.346362702539917,Data Scientist
6.206464256406337,57,8.795342427703623,6.167772588750625,9.31678900551714,7.890387454027188,7.373132012303126,Cyber Security Analyst
7.5830805142820505,85,7.508080754304453,4.091620883376969,5.769484263203957,4.3656290667820095,1.8117587446724457,Cyber Security Analyst
8.540550122020012,82,7.683178238708202,6.755800164807572,8.470727499280859,5.488237284658936,9.584311821521265,Data Scientist
7.610821095133803,80,8.959836192646522,3.0153143202502988,7.578826574626489,8.135198601624982,7.6966590007526605,Cyber Security Analyst
7.068204211359793,64,3.3007756264443926,4.729514208735937,9.576758066193072,10.0,6.379695672424929,Product Manager
7.761662972696479,69,1.0,6.435980619832342,6.0486473652288115,9.359583370167917,8.416587644131871,UI/UX Designer
4.693782890501456,65,4.6035837996389315,4.9449701898987275,8.397787939638219,8.968774256075024,5.0858074868274565,Product Manager
7.853482905948667,66,8.077169810273167,7.696169152013784,7.532533681632275,5.557773809422996,4.319437138685742,Full-Stack Developer
9.06810479471821,82,2.2177339827970273,7.106114866030758,8.831203213297854,8.610956096068044,3.8093967698602857,Product Manager
7.821709097688298,89,7.964358517702516,5.384868184094491,8.19139701943274,3.491421153661501,6.587115864333258,Data Scientist
8.664739354457172,52,7.858962700230519,8.643986394069282,9.872068458996988,8.024135729407716,1.4317042850353197,Cloud Engineer
7.417352214961811,69,5.933859844676232,4.884032105135532,6.327429671419177,10.0,9.539724841353932,Cyber Security Analyst
7.573770107886886,62,3.484618909674044,3.708071641750929,10.0,5.034512955635935,9.122670315994796,UI/UX Designer
7.2476464978737125,57,1.075591006052558,5.17214572998735,8.172303565308324,6.7344645988444265,8.112241994788764,UI/UX Designer
6.578129028396738,61,7.300977705933531,7.076777511469223,7.758136139825049,8.618945792701426,4.863715340331331,Cyber Security Analyst
6.688786786144452,79,9.21274483845974,6.434328126971783,2.8606039010906743,8.126749699141861,3.542399162895725,Full-Stack Developer
8.512109728336378,99,7.9203586087542845,7.452371796249734,7.635398598390191,10.0,3.8649341714914542,Data Scientist
8.648733482929439,80,4.541949077692386,4.489496115795493,9.223955278089734,7.694628172949656,9.585845182661746,Product Manager
7.804192919553421,80,8.563029224744405,2.344126972463096,8.624767895584384,7.4735155108821765,4.866078048893512,Cyber Security Analyst
6.901632189769781,81,3.04599524017408,5.842946899751806,7.3770887525488265,9.295703141699743,9.887753786217207,Product Manager
8.166450316713389,70,6.736207139271804,7.666296861222416,5.3179290428878225,5.195866510966659,7.0485293552863375,Cloud Engineer
8.744593565073831,91,9.109699841956223,7.409818656928513,7.770861774488372,6.359163563879196,6.701260198547119,Data Scientist
8.45113847346454,99,7.950623096443815,6.697035545098071,5.018490256202245,5.523443078600834,3.972524017168272,Data Scientist
7.2781390962046935,71,2.420284924122039,6.501173707671553,8.989070879280428,6.633958835546813,8.47324456734501,UI/UX Designer
7.119623945780409,60,5.291585429285647,4.562758577682538,8.983415597379338,4.839943995023122,8.447164965378821,UI/UX Designer
8.619184491367392,94,8.501094169939845,7.189581616598743,7.105078244669772,8.323756605216381,4.145293731618851,Data Scientist
8.50104609256714,74,5.269080576114449,4.8483527569634735,8.651015303376415,8.144916101775953,4.230367266620706,Product Manager
6.485581122832,76,7.715008751409346,8.71861846010864,6.61511810472674,1.1944921302006257,6.848468519423798,Cloud Engineer
8.111143654649542,55,3.747295707918205,4.200088094436313,6.295671731408,5.609404608835812,6.609323657396163,Cloud Engineer
6.093682536328166,88,1.0,6.520111927379205,8.247843594409417,8.819174510419181,5.381581845900273,Product Manager
7.615026079147417,77,2.55969173676365,6.699433512809223,8.103941090823335,8.076479185731515,8.564169659078487,UI/UX Designer
8.886010781001712,100,8.921247684910345,6.457627678561204,4.213011937563394,7.662698534126509,5.637043340841608,Data Scientist
7.016938948316561,67,8.28084668075758,7.788869761172306,6.597204028141252,4.217615549169425,1.6963691973413901,Full-Stack Developer
6.512820472848816,61,9.808985515032976,8.305319779547066,5.781392501515354,9.564156636122963,3.8696306318331084,Full-Stack Developer
7.706724047244994,70,1.0,6.273192651643658,8.354430571351525,10.0,2.6058052300274963,Product Manager
8.232649360729082,62,7.893543570485494,8.076791016479062,8.625409119745278,6.162125741387314,4.390018678139423,Cloud Engineer
8.028068367746235,72,9.77956672724038,7.013213954260455,4.246513550706945,8.342491578643088,9.171292985771466,Full-Stack Developer
8.98202249361579,48,8.437831973421698,7.790778126255472,8.16949079840401,8.620617492239216,8.791367621579912,Full-Stack Developer
6.634486815223993,68,3.1465137833404193,7.393381635309275,6.327878439012666,8.3162216960486,9.1418610552075,UI/UX Designer
6.401854521969153,89,4.69050022109002,4.290025431773424,6.859848893624501,6.457964850122156,6.479153080726418,Cyber Security Analyst
6.013722970049706,47,1.8183243721376416,8.465029998970184,7.185989300398967,7.276102202881514,7.198942265847261,UI/UX Designer
6.879152401748884,95,7.986599957681866,5.9631333644282565,6.236924168353234,3.5167675604079447,6.332531291801467,Cloud Engineer
7.791861762000015,78,8.432294215781315,6.475478713380825,6.328128280469523,3.4483358268601236,5.939711460958298,Full-Stack Developer
8.634563470622554,81,8.621571889856051,6.630389663956366,7.1469747302063436,6.616101079008205,5.216702865156417,Data Scientist
6.590635230359387,65,9.956833731156097,10.0,6.874598292113618,2.1510236779023004,10.0,Full-Stack Developer
6.342680013015515,85,9.421101687840592,7.072758591261476,8.432731175351234,10.0,3.6629113706867833,Cloud Engineer
8.597368097359388,84,7.611481546911114,8.124112719986014,7.890335083421293,1.0,7.311801553059522,Data Scientist
8.447526462122857,98,4.813899166453108,7.1690540929901765,8.211408328387156,8.428539300918558,10.0,UI/UX Designer
6.060435946623816,79,1.0,5.698345080623714,8.040172003086353,9.475051095303469,4.254969368816257,Product Manager
5.606385333046214,68,1.590145348336703,3.3658227378636187,6.846286475319053,7.875140275253116,8.237275221433785,UI/UX Designer
7.03072659524522,54,3.875382704959908,4.31622452765743,6.947438602812688,8.405254602095328,7.617133022745775,UI/UX Designer
8.800737305888015,62,1.0,6.636374272211814,8.785656664749341,9.601317259927132,7.965898810543069,UI/UX Designer
7.892415967178767,57,9.152354872033722,7.177580067617799,5.957930303366412,5.181435123773792,4.951823204130815,Full-Stack Developer
8.621030667324472,55,7.090536900120247,5.333691440232534,5.4506961571194195,4.283100119250628,8.251175542080688,Cloud Engineer
8.415182940452423,77,8.341728914740434,7.078348668962594,6.831469162794429,7.282500786656778,7.206572067347593,Data Scientist
6.945128287229243,86,8.38234810456565,7.683927143972951,8.854196082709327,6.177315181922875,6.394631414811191,Full-Stack Developer
8.815407924572309,87,6.673904940953143,8.621600099766322,5.50565191566622,5.8769134522399025,8.541399170184382,Data Scientist
6.878372825964097,59,6.38699079651354,5.873054744242033,7.547688117974515,7.941882662753722,9.20450645121382,Cloud Engineer
6.630336918725305,81,9.603187431082343,7.455885997885807,5.649068898028197,7.276783851216766,5.3427630485020305,Full-Stack Developer
7.337207093927706,68,1.7113680864538958,5.596754905202358,9.219610447444248,6.583460754506816,9.503284668816649,UI/UX Designer
8.695336118002816,63,10.0,7.276537191129712,6.937478796415159,10.0,6.432633763137002,Full-Stack Developer
7.938475738809728,65,9.823530227242781,4.641339386519149,6.468938933588464,4.852796454206198,6.203712590523973,Cloud Engineer
7.723811269207469,92,7.528140405566536,6.60247017904454,8.152775671224333,8.523867753463069,6.3594369061968985,Data Scientist
8.512713351305818,86,6.406282984648967,8.291946696566866,7.258891155872299,5.1145498956306765,6.3032376547212605,Data Scientist
8.84882942043915,54,9.021382211104706,8.377727662321636,9.171792154115117,3.7257172389275555,4.1211884323989665,Full-Stack Developer
9.080540686568373,49,8.924048976357478,7.680152476745156,6.6489702113395275,6.932716748892669,7.974669033178204,Full-Stack Developer
7.65175799224874,64,8.48198124436201,6.776979163856901,5.921020014805671,4.602099121072798,8.504425819519636,Cloud Engineer
9.687649874550019,36,3.497765794887773,4.833932793014454,8.07194216897232,3.5357153403703347,9.371094051313921,UI/UX Designer
8.00250005339482,90,7.8782960455821325,6.9077657953667195,7.802712153182981,7.518775878618314,8.722420230642237,Data Scientist
7.901825854034001,94,7.53342002317849,6.439515884296364,5.0600905631932545,4.087127246363982,6.9448125557607545,Cyber Security Analyst
8.637706202714778,70,4.1411544629390304,7.539357679204268,7.088710486480286,6.466411927970415,7.6767289768948945,UI/UX Designer
7.698369766592025,87,8.150405438176165,7.100520094508162,5.86301166622199,2.867300534071815,3.3117710592736262,Data Scientist
8.087731652479942,83,2.4531762801974644,7.252400174378282,6.70257402255376,6.974328880440384,9.441421499490925,UI/UX Designer
9.21012846622098,79,6.581291462452526,7.2136458815124715,6.289643149343037,5.564095893462708,3.778695607500628,Data Scientist
8.246100986869324,40,9.050944884748533,5.520563013113284,4.891367904020566,4.137464840567471,5.782047815409301,Cloud Engineer
8.713381399904993,38,8.324291920838387,8.034152417488025,6.877715990347531,6.695352967076673,5.025542871772895,Full-Stack Developer
6.917888406209572,93,9.224072191258623,4.55975263942006,6.109307016615514,4.068485168787481,7.6238806567905835,Cyber Security Analyst
7.018926442615515,94,4.419846173578272,6.727193318493181,7.8694648439839705,5.079473196833353,3.729078212603739,Cyber Security Analyst
6.210013824174787,38,7.0593050247888085,6.716891754944727,8.162919094443135,3.2093325474944083,1.5186524271605046,Cloud Engineer
8.767252824240275,93,7.679332374442808,8.795211355912322,10.0,7.2134461182723655,5.633606762559224,Data Scientist
7.08222020256822,79,6.826847663267054,5.435931938663209,5.58690114765645,6.908027603433535,6.623403604262437,Cloud Engineer
9.376173413227711,62,8.229191535130974,8.37184393716188,7.216139571411218,5.201696414299277,6.599701903541493,Cloud Engineer
5.982126253319191,73,8.048242630303802,6.1504100322131325,7.750998582071815,6.09954737436192,6.014126317256353,Cyber Security Analyst
7.92097294438939,79,3.6336173085657557,7.108257352037958,8.217976134892561,8.502761835883936,4.878129571552506,Product Manager
7.569746848841049,71,5.972190703210892,2.796413604160213,8.874671052105409,2.969809314088699,8.4354969713024,Cyber Security Analyst
8.85046285771855,93,8.263839004248892,6.6396253534196,5.258694310417729,6.32948757492877,5.918963299928416,Data Scientist
7.92447309424791,62,1.068721460911052,4.9153286836035255,8.511690970159563,4.12134652426812,9.378666234251412,UI/UX Designer
6.391742538184014,40,5.57106783942776,6.631367328430383,4.378820372957402,5.743916587450777,7.896892699723071,Cloud Engineer
8.905698277245795,73,8.81877764375486,8.537931918412554,9.010691577685522,3.4008375261448047,7.6594648357583495,Data Scientist
5.852201891615965,67,9.44996107008863,5.7448684200097535,5.055964569622912,7.014162517519098,7.195463416227248,Cloud Engineer
7.35839018984419,65,6.921925008712177,7.130678715871338,4.5646671429653,5.780460992367716,6.994970514611316,Cloud Engineer
7.476447849125762,62,5.072181118035729,4.260946142333283,10.0,7.652094342883013,7.393422899261321,UI/UX Designer
